delivery_id,latitude,longitude
1332534,40.7247545,-73.9931457
1469623,40.77149125,-73.95633415
1466071,40.72434,-73.99096
1409918,40.7271708,-73.9885098
1356155,40.72263479,-73.99535031
1483068,40.77196187,-73.98262024
1300462,40.77844515,-73.96046686
1336706,40.73184425,-73.98386478
1424346,40.72132319,-74.00973201
1336187,40.72610966,-74.00249186
1275149,40.74596311,-74.00169729
1479832,40.723096,-73.995774
1407296,40.76215646,-73.9660918
1418789,40.75446491,-73.9731457
1293078,40.71564047,-74.01235355
1365600,40.72132319,-74.00973201
1473172,40.740761,-74.001793
1295658,40.76065444,-73.98958275
1349714,40.77149125,-73.95633415
1366229,40.78407726,-73.97762241
1356397,40.76183668,-73.96040372
1467764,40.72132319,-74.00973201
1407878,40.74529931,-73.97913758
1302758,40.771393,-73.952761
1448376,40.77067423,-73.96611476
1328988,40.72463457,-73.99840236
1386459,40.73301222,-74.00005605
1362953,40.74551114,-73.97760519
1272470,40.720373,-73.994918
1367807,40.77149125,-73.95633415
1441866,40.74448928,-73.98132205
1302574,40.7871496,-73.97172231
1456246,40.78761311,-73.97712309
1413712,40.74507859,-73.98882151
1309233,40.7228417,-73.99411647
1294826,40.72434,-73.99096
1302571,40.78424996,-73.97776008
1299559,40.69214641,-73.98886538
1338571,40.72847826,-73.99839184
1461185,40.78082577,-73.97648335
1461620,40.73034018,-73.98399353
1456176,40.74962,-73.991615
1416029,40.72195256,-73.997737
1312768,40.74507859,-73.98882151
1383208,40.76285776,-73.971619
1396474,40.73179547,-73.98567259
1369037,40.73421385,-74.00620203
1431957,40.72007263,-74.0103681
1345722,40.742334,-73.9838552
1453557,40.76153905,-73.98514649
1342022,40.77168643,-73.98230563
1391093,40.77156871,-73.95278683
1387788,40.723096,-73.995774
1476006,40.72312831,-74.00206089
1379095,40.73001497,-73.99150372
1303141,40.77608319,-73.96217158
1286495,40.718025,-73.98977
1358636,40.7527676,-73.98493767
1401471,40.72610966,-74.00249186
1313519,40.74088354,-74.0070341
1368417,40.77608319,-73.96217158
1337479,40.74627906,-73.99794996
1456489,40.72641318,-73.99382114
1313148,40.74596311,-74.00169729
1480991,40.76285776,-73.971619
1381837,40.74319278,-73.98899317
1285111,40.72434,-73.99096
1393105,40.77255854,-73.96516771
1299332,40.72230707,-73.98735166
1415981,40.72197958,-73.98814821
1439953,40.72610966,-74.00249186
1490466,40.75381522,-73.98376911
1477058,40.72207939,-73.99751186
1481173,40.73363378,-73.98776924
1322798,40.723955,-73.991829
1288233,40.77149125,-73.95633415
1461066,40.76065444,-73.98958275
1446099,40.77912607,-73.95490489
1410873,40.764217,-73.988321
1332439,40.72681,-73.985329
1340289,40.76065444,-73.98958275
1368346,40.72301983,-73.995854
1307724,40.71996602,-74.0085433
1348757,40.77576432,-73.98020625
1435550,40.72813,-73.98202
1465231,40.77196187,-73.98262024
1302510,40.72301983,-73.995854
1398111,40.7329359,-73.98644352
1301872,40.73421385,-74.00620203
1334744,40.76659643,-73.98200719
1332526,40.71527933,-74.01486039
1275403,40.72392515,-73.99691105
1366096,40.727293,-73.984517
1314681,40.76765291,-73.98292546
1309812,40.764217,-73.988321
1421807,40.77149125,-73.95633415
1442149,40.73179547,-73.98567259
1353896,40.723576,-73.996316
1435705,40.74507859,-73.98882151
1435378,40.74456392,-73.99663005
1309357,40.76065444,-73.98958275
1323121,40.78516004,-73.97691647
1355059,40.77993009,-73.980335
1450877,40.735725,-73.98712647
1342659,40.72301983,-73.995854
1463222,40.76407583,-73.97863253
1476970,40.73179547,-73.98567259
1332526,40.71527933,-74.01486039
1302958,40.76285776,-73.971619
1439941,40.7821167,-73.9807391
1340047,40.74301101,-73.99104618
1410187,40.74738419,-74.00096687
1425958,40.73179547,-73.98567259
1310141,40.72370271,-73.99634312
1319890,40.72254287,-73.99776936
1423492,40.73363378,-73.98776924
1339398,40.72254287,-73.99776936
1286240,40.78482167,-73.97969862
1336330,40.73340228,-73.98751098
1441676,40.7297909,-74.0005893
1400631,40.73691492,-73.99614226
1285292,40.73567676,-73.99382953
1324233,40.72135375,-73.99752529
1486133,40.72594802,-74.00110622
1308803,40.73542136,-73.99137497
1274975,40.72004153,-74.00853183
1369759,40.73421385,-74.00620203
1341064,40.73378729,-73.99303526
1413866,40.735725,-73.98712647
1454328,40.71463831,-74.00833613
1319971,40.74174,-73.99365
1289129,40.72301983,-73.995854
1472957,40.72132319,-74.00973201
1293026,40.78457367,-73.97705626
1464729,40.75928419,-73.98054374
1488424,40.72138833,-73.98865878
1391004,40.7291104,-73.98424546
1413346,40.73551891,-73.97953033
1424226,40.77774513,-73.95461703
1411065,40.77149125,-73.95633415
1313042,40.79029943,-73.94570348
1442533,40.7821167,-73.9807391
1357083,40.78961543,-73.9735532
1284971,40.71527933,-74.01486039
1319971,40.74174,-73.99365
1332593,40.779598,-73.947388
1458876,40.76615401,-73.98344198
1375149,40.72463457,-73.99840236
1310082,40.73179547,-73.98567259
1420668,40.72230707,-73.98735166
1354929,40.72135375,-73.99752529
1325815,40.73421385,-74.00620203
1474543,40.73595141,-74.00176042
1324842,40.734487,-74.004746
1315483,40.71527933,-74.01486039
1324679,40.71926893,-74.00874988
1349326,40.73421385,-74.00620203
1488765,40.76408453,-73.9704998
1306242,40.72434,-73.99096
1404060,40.73179547,-73.98567259
1475520,40.78407726,-73.97762241
1377038,40.75446491,-73.9731457
1317855,40.7159304,-74.00865233
1409491,40.76806171,-73.98184776
1400174,40.80254961,-73.95023268
1336684,40.72255221,-73.98766593
1295874,40.687689,-73.970745
1319722,40.68520141,-73.98021082
1309073,40.74596311,-74.00169729
1320138,40.72474364,-73.99866156
1350002,40.72703111,-74.00751114
1279042,40.73179547,-73.98567259
1366808,40.77056276,-73.95697702
1366200,40.72301983,-73.995854
1281398,40.73735617,-73.99066687
1314489,40.74460714,-73.99074197
1461797,40.76562443,-73.97053424
1390986,40.73555017,-73.99256698
1300200,40.77067423,-73.96611476
1332378,40.77485025,-73.958766
1360460,40.73567676,-73.99382953
1340422,40.72360525,-73.95165604
1291979,40.71925155,-73.99776157
1391911,40.8180821,-73.9609373
1349638,40.71938641,-74.0086925
1350002,40.72703111,-74.00751114
1379006,40.71527933,-74.01486039
1422469,40.76065444,-73.98958275
1427592,40.74534073,-74.00193214
1426866,40.73422051,-73.98970327
1471360,40.72138833,-73.98865878
1448522,40.73937221,-73.98498058
1288130,40.745226,-73.998213
1458607,40.75893876,-73.96853113
1332561,40.73598619,-74.00086519
1410619,40.72434,-73.99096
1391850,40.76765291,-73.98292546
1312911,40.72434,-73.99096
1473869,40.74456134,-73.98311485
1475193,40.72751895,-73.9886713
1354974,40.72132319,-74.00973201
1365873,40.712665,-73.940994
1380820,40.73485229,-73.99108529
1410399,40.732213,-73.988072
1461655,40.72434,-73.99096
1427383,40.72164844,-73.99753332
1309954,40.69014791,-73.99631112
1369752,40.74496293,-73.98216215
1354476,40.73782767,-73.99236202
1418505,40.73340228,-73.98751098
1375637,40.76262389,-73.96591961
1489235,40.74529931,-73.97913758
1283866,40.72434,-73.99096
1488422,40.78407726,-73.97762241
1282338,40.72207939,-73.99751186
1398703,40.74840205,-73.98496284
1473035,40.74507859,-73.98882151
1479923,40.71527933,-74.01486039
1423192,40.76408453,-73.9704998
1428444,40.74507859,-73.98882151
1316141,40.7297909,-74.0005893
1438081,40.74371573,-74.00056679
1324428,40.77608319,-73.96217158
1307113,40.74111443,-73.99065019
1460291,40.76408453,-73.9704998
1371933,40.73886755,-74.00274745
1362882,40.72135375,-73.99752529
1282058,40.72312831,-74.00206089
1467286,40.74165783,-74.00119803
1325940,40.727578,-73.9883929
1329624,40.77912607,-73.95490489
1333210,40.73811157,-74.00560523
1417060,40.72654607,-73.99158466
1354993,40.7821167,-73.9807391
1278357,40.73567676,-73.99382953
1347642,40.76806171,-73.98184776
1379897,40.76185518,-73.96063677
1346178,40.77113521,-73.9596231
1286601,40.74088436,-73.98819868
1487412,40.715382,-74.008942
1331951,40.7291104,-73.98424546
1303091,40.76408453,-73.9704998
1432327,40.74418795,-73.98753094
1281489,40.73017107,-73.98668456
1355110,40.7291104,-73.98424546
1348384,40.73421385,-74.00620203
1442176,40.739891,-73.986504
1300896,40.71701346,-74.00812268
1351083,40.72197958,-73.98814821
1355477,40.77242437,-73.9569311
1370542,40.72434,-73.99096
1349068,40.74551114,-73.97760519
1329626,40.77434043,-73.96401403
1357722,40.72312831,-74.00206089
1460269,40.73421385,-74.00620203
1419702,40.72312831,-74.00206089
1304046,40.74307542,-73.98914659
1280728,40.75893876,-73.96853113
1306802,40.74379023,-73.98389161
1396522,40.71527933,-74.01486039
1368723,40.7821167,-73.9807391
1340787,40.72610966,-74.00249186
1488922,40.72145355,-73.99508059
1469433,40.7291104,-73.98424546
1440059,40.72610966,-74.00249186
1357295,40.76419157,-73.96447321
1293804,40.73179547,-73.98567259
1485387,40.71463831,-74.00833613
1427125,40.71624093,-73.98868203
1490771,40.72197958,-73.98814821
1310423,40.77255854,-73.96516771
1327104,40.71926893,-74.00874988
1437531,40.72132319,-74.00973201
1309060,40.72301983,-73.995854
1304669,40.76382254,-73.97301
1396379,40.72270549,-73.99819851
1481029,40.77774513,-73.95461703
1365671,40.74507859,-73.98882151
1478615,40.72098433,-73.99495433
1356612,40.77149125,-73.95633415
1303927,40.72173557,-73.99593566
1362210,40.72434,-73.99096
1281808,40.75845677,-73.98914047
1282063,40.74529931,-73.97913758
1447282,40.73363378,-73.98776924
1302777,40.78082577,-73.97648335
1306217,40.72816966,-73.98791271
1362282,40.75893876,-73.96853113
1278293,40.72132319,-74.00973201
1302573,40.76408453,-73.9704998
1329635,40.74082036,-73.99148807
1301320,40.76408453,-73.9704998
1459983,40.74716991,-74.00063565
1484418,40.73134653,-73.98227693
1314723,40.7603325,-73.96586221
1320133,40.77149125,-73.95633415
1413869,40.7228417,-73.99411647
1419851,40.74507859,-73.98882151
1375856,40.732213,-73.988072
1400494,40.76193686,-73.98542197
1485459,40.77067423,-73.96611476
1290057,40.76285776,-73.971619
1415152,40.72301983,-73.995854
1368012,40.74174395,-73.99360571
1333418,40.771393,-73.952761
1459270,40.78082577,-73.97648335
1447013,40.72751895,-73.9886713
1343610,40.72197958,-73.98814821
1323353,40.75930175,-73.98495913
1457132,40.76413503,-73.98119223
1324861,40.78650354,-73.9780586
1285442,40.74088436,-73.98819868
1431738,40.779411,-73.983543
1479419,40.78650354,-73.9780586
1281825,40.72799255,-73.9843258
1458212,40.72610966,-74.00249186
1419916,40.78504201,-73.97725582
1351298,40.72274859,-73.99606192
1490183,40.763734,-73.967008
1312943,40.74206208,-74.00518058
1325467,40.74235512,-73.99726131
1458843,40.72301983,-73.995854
1470892,40.75845677,-73.98914047
1314176,40.77511434,-73.95404935
1454362,40.76750087,-73.95920983
1367484,40.74174,-73.99365
1330512,40.75500113,-73.97238235
1482784,40.72197958,-73.98814821
1357556,40.725906,-73.994757
1310161,40.72135375,-73.99752529
1398497,40.72197958,-73.98814821
1402130,40.72301983,-73.995854
1365813,40.72138833,-73.98865878
1282044,40.73961214,-74.00623646
1401243,40.76407583,-73.97863253
1315055,40.74551114,-73.97760519
1461203,40.73962102,-73.99597922
1314899,40.77774513,-73.95461703
1392883,40.72274859,-73.99606192
1309289,40.723955,-73.991829
1338128,40.75845677,-73.98914047
1482152,40.80625721,-73.94206524
1348891,40.72154512,-73.98884243
1379536,40.723309,-73.988929
1381918,40.73844549,-73.99356365
1330253,40.75270814,-73.98246632
1333353,40.70244292,-73.99324417
1422719,40.72610966,-74.00249186
1482751,40.76285776,-73.971619
1330863,40.71312031,-73.95752805
1288977,40.72692955,-74.00325818
1385849,40.77113521,-73.9596231
1324769,40.72610966,-74.00249186
1410533,40.7422281,-73.983076
1303136,40.72751895,-73.9886713
1473331,40.727293,-73.984517
1332944,40.77959903,-73.95596981
1467292,40.73377957,-73.99955679
1424072,40.71527933,-74.01486039
1312981,40.7329359,-73.98644352
1368671,40.72474364,-73.99866156
1380986,40.74507859,-73.98882151
1407677,40.71672576,-74.00825065
1294679,40.75382474,-73.96852412
1391013,40.71404731,-73.95492107
1470810,40.71938641,-74.0086925
1325772,40.77774513,-73.95461703
1362531,40.727293,-73.984517
1362670,40.727293,-73.984517
1282255,40.7871496,-73.97172231
1366047,40.72434,-73.99096
1455047,40.75748428,-73.9695126
1343357,40.77676684,-73.97912036
1302788,40.732213,-73.988072
1383453,40.73613088,-74.0006483
1272678,40.72812128,-73.99300121
1435432,40.77993009,-73.980335
1456103,40.72370271,-73.99634312
1333577,40.725822,-73.996253
1338877,40.80254961,-73.95023268
1467870,40.80179158,-73.94864243
1423406,40.73578346,-73.97988942
1396470,40.6889912,-73.99277358
1281984,40.77156871,-73.95278683
1399605,40.735725,-73.98712647
1376013,40.77149125,-73.95633415
1323412,40.72751895,-73.9886713
1324735,40.70957763,-74.01052303
1467372,40.77235552,-73.94672525
1411054,40.78082577,-73.97648335
1419864,40.74744172,-73.99322121
1340761,40.74237991,-73.98270607
1341402,40.71926893,-74.00874988
1463633,40.72751895,-73.9886713
1318545,40.74204,-73.99999
1299743,40.72592867,-73.99639476
1349694,40.722912,-73.994089
1470557,40.7228417,-73.99411647
1442276,40.77755577,-73.98250759
1489311,40.76285776,-73.971619
1332186,40.73966991,-73.99531014
1415951,40.73179547,-73.98567259
1440769,40.75833217,-73.96604588
1470276,40.749902,-73.982187
1325796,40.73421385,-74.00620203
1431040,40.78407726,-73.97762241
1465574,40.732977,-74.003173
1314514,40.727293,-73.984517
1474728,40.7291104,-73.98424546
1427780,40.77993009,-73.980335
1428297,40.7871496,-73.97172231
1340249,40.73485229,-73.99108529
1431172,40.72592867,-73.99639476
1330960,40.723955,-73.991829
1304310,40.749627,-73.977261
1338928,40.72301983,-73.995854
1272853,40.7617884,-73.9790839
1332448,40.72474364,-73.99866156
1431080,40.77067423,-73.96611476
1392055,40.72043809,-73.98954258
1331862,40.74088436,-73.98819868
1479130,40.74831361,-73.98822069
1277910,40.72966391,-73.98643204
1369468,40.71938641,-74.0086925
1345779,40.72132319,-74.00973201
1375109,40.71938641,-74.0086925
1415630,40.72197958,-73.98814821
1440128,40.72434,-73.99096
1360772,40.74507859,-73.98882151
1303691,40.72941552,-74.00102014
1350444,40.71626425,-73.99814507
1439953,40.72610966,-74.00249186
1409533,40.74507859,-73.98882151
1324107,40.77067423,-73.96611476
1375361,40.72197958,-73.98814821
1489529,40.7291104,-73.98424546
1460730,40.727293,-73.984517
1308780,40.67176012,-73.97760519
1278253,40.73728291,-73.99090845
1412262,40.7871496,-73.97172231
1410621,40.74160488,-73.98330424
1274808,40.735624,-73.998163
1319845,40.76213,-73.966159
1281323,40.726823,-73.98547098
1324738,40.76093733,-73.98651239
1305548,40.71564047,-74.01235355
1325892,40.75163628,-73.99359998
1353627,40.74507859,-73.98882151
1476615,40.74282409,-74.00027412
1331365,40.71830136,-73.99192997
1419745,40.73075482,-73.9862895
1285973,40.72392515,-73.99691105
1345551,40.72301983,-73.995854
1391022,40.7389171,-74.00034298
1409974,40.741305,-74.007296
1285108,40.73567676,-73.99382953
1476095,40.71404731,-73.95492107
1468041,40.74529931,-73.97913758
1469842,40.77149125,-73.95633415
1356719,40.730391,-73.98638613
1326962,40.73421385,-74.00620203
1387378,40.720725,-73.997074
1478934,40.7871496,-73.97172231
1335720,40.73152429,-74.0048994
1313044,40.72434,-73.99096
1338996,40.716642,-73.961858
1309196,40.72610966,-74.00249186
1333097,40.73823004,-73.98783237
1317915,40.74507859,-73.98882151
1439313,40.72360525,-73.95165604
1353563,40.73735617,-73.99066687
1315257,40.74507859,-73.98882151
1341379,40.74716991,-74.00063565
1343229,40.79426701,-73.97202077
1364656,40.73236829,-74.00374889
1358777,40.72763684,-74.00259733
1379945,40.7689182,-73.99201031
1391282,40.73682776,-73.99064541
1462848,40.74298961,-73.9802223
1475097,40.75598825,-73.98077326
1325102,40.779411,-73.983543
1488852,40.75695307,-73.97723214
1396496,40.716642,-73.961858
1428278,40.74507859,-73.98882151
1475296,40.72198995,-73.9977479
1467306,40.71925155,-73.99776157
1274012,40.7291104,-73.98424546
1435438,40.71996602,-74.0085433
1402218,40.7291104,-73.98424546
1489019,40.732213,-73.988072
1475172,40.74260751,-73.99270535
1363561,40.73179547,-73.98567259
1424151,40.74204545,-74.0007619
1400712,40.7291104,-73.98424546
1458937,40.72254287,-73.99776936
1480991,40.76285776,-73.971619
1398540,40.72264044,-73.98834944
1327237,40.72434,-73.99096
1319803,40.76285776,-73.971619
1336969,40.72264044,-73.98834944
1468018,40.69214641,-73.98886538
1460131,40.72301983,-73.995854
1404331,40.72132319,-74.00973201
1472682,40.73732365,-73.99107456
1480396,40.76765291,-73.98292546
1294611,40.73421385,-74.00620203
1314843,40.71938641,-74.0086925
1374913,40.71938641,-74.0086925
1365412,40.73485229,-73.99108529
1310725,40.72751895,-73.9886713
1422917,40.73363378,-73.98776924
1407944,40.7744848,-73.9589759
1273986,40.74716991,-74.00063565
1467929,40.73485229,-73.99108529
1324963,40.75382474,-73.96852412
1356568,40.74264206,-73.99965763
1353936,40.73137271,-74.00658846
1320109,40.72198995,-73.9977479
1401226,40.72197958,-73.98814821
1440284,40.715655,-73.964649
1474958,40.75387,-73.98581
1275641,40.74529931,-73.97913758
1274594,40.72610966,-74.00249186
1400134,40.71463831,-74.00833613
1310733,40.77608319,-73.96217158
1470994,40.72434,-73.99096
1281835,40.76529895,-73.97566795
1326608,40.74418795,-73.98753094
1348245,40.77675492,-73.95258593
1272654,40.72434,-73.99096
1451876,40.74466624,-73.98334441
1457389,40.74301101,-73.99104618
1469739,40.74529931,-73.97913758
1315770,40.74456392,-73.99663005
1356424,40.72135375,-73.99752529
1332493,40.7291104,-73.98424546
1400982,40.73613088,-74.0006483
1415595,40.71672576,-74.00825065
1274739,40.72828321,-73.9955914
1473377,40.74507859,-73.98882151
1361390,40.76420352,-73.96877794
1441505,40.72956803,-73.99836888
1333192,40.764217,-73.988321
1430888,40.75152161,-73.97088435
1415749,40.72132319,-74.00973201
1489507,40.74503388,-73.97568825
1432155,40.72610966,-74.00249186
1376440,40.71938641,-74.0086925
1349117,40.73760576,-73.99956253
1386827,40.764217,-73.988321
1342544,40.72474364,-73.99866156
1469062,40.77690175,-73.95509005
1407290,40.760343,-73.980571
1431167,40.77865225,-73.95600343
1332839,40.78407726,-73.97762241
1458505,40.7228417,-73.99411647
1445864,40.72270549,-73.99819851
1446291,40.78986319,-73.94593309
1276433,40.72900508,-73.98464145
1386459,40.73301222,-74.00005605
1470745,40.73179547,-73.98567259
1462542,40.77912607,-73.95490489
1294336,40.72230707,-73.98735166
1410011,40.72763684,-74.00259733
1473090,40.7569681,-73.9722519
1423231,40.76065444,-73.98958275
1273869,40.764217,-73.988321
1474253,40.72434,-73.99096
1381180,40.76765291,-73.98292546
1288442,40.7821167,-73.9807391
1401545,40.73740357,-73.99126426
1304844,40.73266642,-74.00329261
1322915,40.74627906,-73.99794996
1362493,40.77445431,-73.95429072
1400749,40.67929277,-73.99570611
1360459,40.6917012,-73.95288407
1300113,40.72434,-73.99096
1475653,40.74466624,-73.98334441
1423988,40.74461279,-73.9986634
1314619,40.71672576,-74.00825065
1302730,40.75599819,-73.99114966
1350817,40.73772669,-73.99651528
1427955,40.71527933,-74.01486039
1354177,40.72230707,-73.98735166
1343610,40.72197958,-73.98814821
1337827,40.72198995,-73.9977479
1348460,40.76065444,-73.98958275
1340065,40.74434085,-73.99042638
1298571,40.756005,-73.964671
1360071,40.76447214,-73.96643043
1485818,40.72704085,-73.98383596
1455895,40.74456392,-73.99663005
1334347,40.72751895,-73.9886713
1351400,40.72312831,-74.00206089
1286310,40.704081,-73.986718
1450678,40.72434,-73.99096
1402469,40.72610966,-74.00249186
1437926,40.75893876,-73.96853113
1489622,40.72135375,-73.99752529
1470593,40.73633186,-73.98961544
1375185,40.7821167,-73.9807391
1481173,40.73363378,-73.98776924
1317755,40.72434,-73.99096
1469301,40.7291104,-73.98424546
1475905,40.73735617,-73.99066687
1342253,40.77156871,-73.95278683
1282170,40.71527933,-74.01486039
1439336,40.71527933,-74.01486039
1410232,40.71527933,-74.01486039
1440900,40.74525873,-74.00216786
1441689,40.72610966,-74.00249186
1479889,40.764408,-73.970804
1485840,40.73898202,-73.98967713
1338356,40.72907592,-73.98868203
1390563,40.71672576,-74.00825065
1467466,40.73595141,-74.00176042
1423088,40.735725,-73.98712647
1481946,40.72751895,-73.9886713
1283306,40.71404731,-73.95492107
1290444,40.79349566,-73.97265211
1469966,40.73111849,-73.99362867
1363221,40.73266642,-74.00329261
1449896,40.74448928,-73.98132205
1326628,40.74088436,-73.98819868
1396696,40.72885234,-74.00529027
1390211,40.72154512,-73.98884243
1286394,40.72135375,-73.99752529
1304218,40.732213,-73.988072
1404932,40.74753571,-73.9862197
1375856,40.732213,-73.988072
1374810,40.70455435,-74.00708199
1464062,40.74148657,-73.98348789
1329049,40.7821167,-73.9807391
1296501,40.779598,-73.947388
1440670,40.72610966,-74.00249186
1411507,40.72610966,-74.00249186
1390836,40.76285776,-73.971619
1461576,40.72189339,-73.99459094
1319158,40.779411,-73.983543
1335473,40.7567987,-73.98789883
1368620,40.76326146,-73.96764686
1390870,40.72301983,-73.995854
1319722,40.68520141,-73.98021082
1464303,40.72271362,-73.99719
1375250,40.73567676,-73.99382953
1347992,40.72274859,-73.99606192
1421388,40.719082,-73.996567
1313168,40.69214641,-73.98886538
1403190,40.76765291,-73.98292546
1317582,40.77993009,-73.980335
1380032,40.77993009,-73.980335
1362935,40.7699935,-73.95759693
1288386,40.734269,-73.990084
1285480,40.72474364,-73.99866156
1325958,40.73587229,-73.98766462
1319971,40.74174,-73.99365
1459072,40.75024,-73.986505
1416387,40.7821167,-73.9807391
1313224,40.74507859,-73.98882151
1272494,40.74160488,-73.98330424
1431367,40.72274859,-73.99606192
1456192,40.73441062,-73.99081662
1486365,40.73567676,-73.99382953
1450712,40.735725,-73.98712647
1294604,40.72751895,-73.9886713
1365730,40.73782767,-73.99236202
1409788,40.73034018,-73.98399353
1450671,40.7400388,-73.98598909
1302542,40.74551114,-73.97760519
1432537,40.74753571,-73.9862197
1409826,40.73371864,-74.0063168
1317784,40.78082577,-73.97648335
1318428,40.7871496,-73.97172231
1483319,40.730178,-74.0003224
1323077,40.72132319,-74.00973201
1439613,40.74434085,-73.99042638
1333146,40.71938641,-74.0086925
1272936,40.72434,-73.99096
1277931,40.74155466,-73.99370327
1390754,40.72610966,-74.00249186
1407364,40.72813,-73.98202
1344771,40.718025,-73.98977
1490188,40.71600125,-73.99320973
1475432,40.76407583,-73.97863253
1409926,40.76284294,-73.97574565
1321288,40.72751895,-73.9886713
1307431,40.72434,-73.99096
1434800,40.73826313,-73.9878381
1365625,40.73881059,-73.98735029
1342379,40.76284294,-73.97574565
1314421,40.72610966,-74.00249186
1417017,40.74556858,-73.98562858
1460496,40.73441062,-73.99081662
1318038,40.74507859,-73.98882151
1479756,40.76504072,-73.98791271
1319443,40.71125525,-73.96144262
1395550,40.743982,-74.006678
1378066,40.72704085,-73.98383596
1363060,40.72610966,-74.00249186
1353687,40.7644376,-73.97335052
1350421,40.76065444,-73.98958275
1356960,40.732213,-73.988072
1347443,40.7569681,-73.9722519
1440322,40.72301983,-73.995854
1476176,40.72254287,-73.99776936
1362277,40.77608319,-73.96217158
1432435,40.72751895,-73.9886713
1368206,40.72610966,-74.00249186
1378917,40.784618,-73.956064
1442161,40.7381375,-73.99001891
1464664,40.74889,-74.003444
1392376,40.77912607,-73.95490489
1362524,40.75570155,-73.96858692
1284967,40.73823004,-73.98783237
1356904,40.74088436,-73.98819868
1318115,40.73661625,-73.99748512
1303694,40.732213,-73.988072
1397801,40.77912607,-73.95490489
1374944,40.73510277,-73.99836888
1464600,40.7365412,-73.98504764
1357269,40.72729654,-74.00054957
1377644,40.73296293,-73.98649517
1278985,40.76408453,-73.9704998
1277976,40.71600125,-73.99320973
1390527,40.7309925,-74.00148496
1404160,40.72741096,-73.9847218
1424469,40.72301983,-73.995854
1483671,40.72197958,-73.98814821
1464434,40.687689,-73.970745
1331834,40.72131613,-74.010078
1483351,40.73966991,-73.99531014
1485148,40.74989042,-73.99236202
1449099,40.753825,-73.973799
1385244,40.7821167,-73.9807391
1436545,40.73644,-73.99734223
1374320,40.76316588,-73.97701978
1348274,40.74231488,-73.99188995
1411941,40.76806171,-73.98184776
1440013,40.74011985,-73.99384674
1314860,40.77576432,-73.98020625
1344583,40.74456392,-73.99663005
1393863,40.72307952,-73.99461508
1295475,40.737977,-73.99069
1470557,40.7228417,-73.99411647
